smiles,QED,SA,logP,LipinskiCount
CCCN[C@H](O)C(=O)N1C=CC(c2ccn(C)c2)=CC1,0.7907327630883435,3.9437540311459607,1.0824000000000003,5
C=C(c1ccc(C)cc1)c1ccc2[nH]c(C)nc2c1C,0.7207966232974816,2.3752276085782498,4.549660000000003,5
C[C@H]1CCC[C@H]([C@H](O)CCCC(=O)N2NCC[C@H]2C)C1,0.8142444012537368,4.070486900296255,2.4693000000000005,5
COc1ccc2c(c1)CCN[C@H](CC1CCCC1)CN2,0.8877701064607817,2.9746431166367415,3.2017000000000015,5
C[C@H](CN1CCc2nn(C)cc2C1)[C@@H]1CCN(C)C1=O,0.8232257867481598,3.822721598629652,0.8925999999999998,5
CNCCC(=O)c1cc(-c2ccc(C)cc2Cl)nnn1,0.8558701008674919,2.692640795391437,2.2926200000000003,5
Clc1ccccc1[C@@H]1C[C@H]2C[C@@H](C3CCCC3)CN2C1,0.7621250387925744,3.2936695252353694,4.708000000000005,5
C1=C(n2cccc2)NCC[C@H](OC2CCCCC2)CC1,0.907571233772679,3.4527934816954122,3.7779000000000025,5
C=CC[C@@H]1CN=C(C[C@]23C[C@@]2(c2ccccc2)C3)NC1,0.8124794051598626,3.9579217840826795,3.3023000000000016,5
Cc1ccc([C@@H](C)c2cc3ccc(=O)[nH]c3cn2)cc1,0.7708550623893662,2.7395378946508764,3.383320000000001,5
CN1CCC(N2Cc3cnc4ccccc4c3C2)CC1,0.7916017247639714,2.3573142308542803,2.6446000000000005,5
C[C@H](Oc1ccc(F)cc1)C1=CNC2=C(C=C1)CCC2,0.8942528313695959,3.4905353119341385,4.074300000000003,5
CC1NN(C2=CCN(c3ccccn3)C=C2)C(=N)N1C,0.8488640877115393,4.280111983719703,1.3319699999999994,5
Cc1ncc(NCC2=NCc3ccncc3N2)c(F)n1,0.8326185081326679,3.3796744160810928,1.7552199999999998,5
CC1CNC2=C(CC=CC=C2)N1[C@H](C)c1ccccn1,0.8918269783462773,4.0794096812367,3.1640000000000015,5
CC[C@H](C)CCCN1CCNCC2=CCN(C)C=C2C1,0.8326892128397079,3.6860245343269904,2.4736000000000002,5
Cc1ccc2c(n1)C=CN([C@@H]1Cc3cccn3C1)CC2,0.790134128866514,3.968283012334264,2.645220000000001,5
C[C@H]1C2CN(C#N)C[C@@H]2CN1[C@H]1C[C@@H]1c1ccncn1,0.7516069342444879,4.960107181864281,1.06568,5
Cc1ccc2c(c1)CN(C[C@@H](C)c1ccccn1)C2=O,0.8546962790599214,2.79809497967112,3.1495200000000017,5
CON1CC=C(N2Cc3ccc(F)cc3CC2=O)C=N1,0.8204943982696082,3.563340086889413,1.4571,5
C=C1CC[C@](C)(C2=Nc3ccc(OC)cc3OCC2)C1,0.750917613425048,3.671733846067882,4.296600000000003,5
C=CC[C@H]1NC[C@H](N2C=Cc3nc(C)sc3C2)CCO1,0.8684486275398516,4.6581645883985034,2.5185200000000005,5
C=C(NC1CCCC1)C(=O)N1CC=C(N(C)C)CCC1,0.7994211585032902,3.117871015171657,2.1002,5
CCOc1ccc(O[C@H]2[C@@H](C)[C@]23CC[C@H](C)CC3)cn1,0.829586940340483,3.932488781752596,4.073900000000004,5
Cc1ccc2c(c1)CCC[C@@H]2CN1CC=NC(=O)CC1,0.8274756162239039,3.3111130307670305,2.718020000000001,5
COc1ccc([C@H]2O[C@@H](c3ccccn3)CC2=O)cc1,0.8593006325541609,3.1916969491412086,2.862000000000001,5
