smiles,QED,SA,logP,LipinskiCount
CO[C@H](CCc1ccccc1)[C@@](C)(O)C=C=CC(C)=O,0.614007046933625,3.7645994907375435,2.6855000000000016,5
CN(C)C(=O)C1=C(CCc2cccnc2)C=C(F)CN1,0.9112785141463764,3.2145592019848443,1.8131,5
CC(C)N(C)C1c2c(O)cccc2C(=O)N1C1(C)CC1,0.9213860187934728,3.539608126107603,2.739300000000001,5
CCCC1(c2c(O)cc(O)cc2NCC[C@H](C)O)CC1,0.6186011058955945,3.375975276567207,3.112300000000001,5
CC(=O)[C@H]1OC(=C2C=NC(=O)S2)C(=O)N(C2CC2)[C@@H]1O,0.7424231889650886,4.64159650705456,0.4327999999999999,5
C[C@H](C#N)NC(=O)Cc1cc[nH]c1-c1ccc(F)cc1,0.8960851433237854,3.0373205146624453,2.3915799999999994,5
CC(=O)NC[C@H](S)C1=CC=NC(=O)C1[C@H](C)OCCN,0.5740472798531787,4.693455270563487,-0.06169999999999898,5
COC(=O)N1O[C@]2(CC3C=CC=CC=C3)CC[C@H]1[C@H]2C,0.776357771246637,5.482060678582886,3.225800000000002,5
NC(=O)[C@@H]1C(F)[C@H](c2ccccc2)S[C@H]([N+](=O)[O-])[C@H]1N,0.6342380273560446,4.412207270281611,0.8442000000000001,5
CNC(=O)[C@@H](CN[C@H](C)O)[C@]12O[C@H](C(F)(F)F)[C@@]1(O)O2,0.3697990363913778,5.181458059236245,-1.3472999999999997,5
O=C1C[C@H](CC2=CC=NC3=NC[C@@H](F)[C@H](O)[C@@H]23)C=CN1,0.781890959246509,5.519976287225115,0.7644,5
C[C@H]1C=CC([C@@H]2CCOC[C@@H]3C[C@H]32)=C(F)C1,0.6597017015064011,4.629234033191516,3.478600000000003,5
FC1(F)CCO[C@H](Oc2ccccc2)[C@@H]1CCC1CC1,0.8033197357598107,3.5138148606308075,4.253500000000003,5
C[C@]12COC(C(F)(F)F)=C1C[C@H]1CCSC1=C[C@@H]2CO,0.80396451002218,4.961610328838546,3.488500000000002,5
Cc1cc(C)c2c(c1)[C@@H]1O[C@@H](C[C@@H](C)SS2)[C@@H](O)[C@@H]1C,0.7246081304943529,5.822361216034255,4.272840000000004,5
CCCC(NCC)O[C@H]1C[C@]1(OCOC)[C@@H](O)C(O)O,0.38251848167542796,4.8457101603695145,-0.4580999999999984,4
Cc1cc([C@@H]2NC(O)(O)C3=CCC=CC=C32)cs1,0.6789755919029345,4.488975510485934,2.1519199999999996,5
CO[C@@H](c1ccc2c(n1)C(=O)N(C)C2=O)[C@@H]1C=NC=N1,0.7488610884401433,4.309544950278003,0.47619999999999996,5
COC1=C(NCCC(=O)O)C2=C(CCC[C@@H]3CN23)C1=O,0.7175538252225612,3.5155543058712357,0.6135999999999997,5
CCCN[C@H]1c2ccccc2N2C1C[C@@H](O)[C@@H](C)[C@H]2O,0.7853242360486797,4.131176317900659,1.6349999999999998,5
C[C@]1([C@H](Cn2ncc(N)n2)C(=O)C2=NNCO2)C[C@@H]1F,0.7663761029751941,5.252445014153232,-0.31550000000000034,5
CC[C@H]1C[C@@H](O)[C@@H]2C(O1)[C@@H](c1ccccc1)CC[C@H]2C,0.8898193567982103,3.9217511382451864,3.744700000000003,5
C[C@@H]1c2ccc(C(=O)NCN=C=O)nc21,0.5762594103727257,3.948355969943056,0.5698999999999999,5
C[C@H]1CN1[C@H](O)CC(C)(C)N,0.5742138331597922,4.134452631982101,0.1362999999999992,5
C[S@@H]1[C@@H](Oc2ccc(F)cc2)c2ccccc2[C@@H]2O[C@@H]21,0.6679977960393,4.271296544100726,3.9453000000000022,5
NC(=O)CO[C@H]1C(=O)N=CN=C1[C@@H]1CCN(C(N)=O)C1,0.630988496935812,4.17837291731097,-1.7329999999999977,5
Cc1ccc([C@@H](O)c2cccc(C3CCCC3)n2)cc1,0.9067009651865358,2.603359715117163,4.129320000000003,5
CO[C@@H](CC[C@H]1SC(=N)Cc2ncccc21)[C@@H](N)CO,0.7394859616885743,4.5267804537136715,1.50407,5
CC[C@H](c1noc2cccc(OC)c12)C1CCCCC1,0.7935223315365642,3.0474583888572155,4.910300000000005,5
CC[C@H](C)C[C@H](CCOC(=O)NCO)[C@H](NO)[C@H](C)O,0.3011991935704282,4.29560082316584,0.8330999999999997,5
COC1=NC[C@@H](c2cccc3c2S[C@@H]2[C@H](C)NN[C@H]32)C1,0.832057903369665,4.937181955241309,2.2304999999999993,5
CC1CCN(COC2=NN(CCCN)C(=O)[C@@H]2N)CC1,0.710341138680332,3.638139745431676,-0.475799999999998,5
CC(C)C[C@@H]1[C@H](NC(=O)C2CC2)OCCN1S(C)(=O)=O,0.804405214962176,3.657058432550447,0.5451999999999992,5
C[C@@H]1[C@@H]2C(=NN[C@H]2CO)N=C(N)C[C@@H]1C,0.5655003860376616,5.059616914676303,-0.08669999999999994,5
CN(C)[C@@H]1S[C@H](CCCCO)O[C@H]1N1CCO[C@H](N)C1,0.6728924927746156,4.917058054142409,0.06930000000000058,5
C[C@@H](CP(=O)(O)O)NC(=O)C1C=CCC[C@]23N[C@@]2(C)[C@@H]13,0.3405611470401717,5.62462316171379,0.36549999999999927,5
