epoch,timestep,mol_idx,old_log_prob,new_log_prob,ratio,reward,advantage,surr1,surr2,entropy,approx_kl,clipfrac
64,90.0,0,-4.186742782592773,-4.1652069091796875,1.021769404411316,-0.10000000149011612,-2.416832685470581,-2.4694457054138184,-2.4694457054138184,3.7607977390289307,0.02931451052427292,0.0
64,107.0,1,-4.59019660949707,-4.586968898773193,1.0032329559326172,0.8938754796981812,0.930732011795044,0.93374103307724,0.93374103307724,3.7607977390289307,0.02931451052427292,0.0
64,92.0,2,-3.6138224601745605,-3.6464920043945312,0.9678583145141602,0.5383462309837341,-0.2667591869831085,-0.25818508863449097,-0.25818508863449097,3.7607977390289307,0.02931451052427292,0.0
64,105.0,3,-3.771648406982422,-3.7691140174865723,1.0025376081466675,0.4889827370643616,-0.43302497267723083,-0.43412381410598755,-0.43412381410598755,3.7607977390289307,0.02931451052427292,0.0
64,33.0,4,-3.701418161392212,-3.8145384788513184,0.8930432796478271,0.22074830532073975,-1.3364903926849365,-1.193543791770935,-1.193543791770935,3.7607977390289307,0.02931451052427292,0.0
64,117.0,5,-4.633749008178711,-4.685052871704102,0.9499899744987488,0.46293386816978455,-0.5207626223564148,-0.4947192668914795,-0.4947192668914795,3.7607977390289307,0.02931451052427292,0.0
64,91.0,6,-3.9682419300079346,-3.9198362827301025,1.0495964288711548,0.6131424903869629,-0.014830941334366798,-0.015566502697765827,-0.015566502697765827,3.7607977390289307,0.02931451052427292,0.0
64,26.0,7,-3.173640012741089,-3.1280031204223633,1.046694278717041,0.06842220574617386,-1.8495540618896484,-1.935917615890503,-1.935917615890503,3.7607977390289307,0.02931451052427292,0.0
64,16.0,8,-2.8989508152008057,-2.9875288009643555,0.9152317643165588,0.8362144827842712,0.7365186214447021,0.674085259437561,0.674085259437561,3.7607977390289307,0.02931451052427292,0.0
64,60.0,9,-4.590353965759277,-4.587100028991699,1.0032591819763184,0.433511346578598,-0.6198633313179016,-0.6218835711479187,-0.6218835711479187,3.7607977390289307,0.02931451052427292,0.0
64,10.0,10,-2.3063783645629883,-2.3678791522979736,0.9403522610664368,-0.10000000149011612,-2.416832685470581,-2.272674083709717,-2.272674083709717,3.7607977390289307,0.02931451052427292,0.0
64,116.0,11,-3.9667539596557617,-4.036164283752441,0.9329438209533691,0.9019724726676941,0.9580042362213135,0.8937641382217407,0.8937641382217407,3.7607977390289307,0.02931451052427292,0.0
64,7.0,12,-3.4714064598083496,-3.4465348720550537,1.0251835584640503,0.6914512515068054,0.24892808496952057,0.2551969885826111,0.2551969885826111,3.7607977390289307,0.02931451052427292,0.0
64,101.0,13,-3.355806827545166,-3.4168004989624023,0.9408292174339294,0.9830434918403625,1.2310670614242554,1.1582238674163818,1.1582238674163818,3.7607977390289307,0.02931451052427292,0.0
64,118.0,14,-3.8756091594696045,-3.8675272464752197,1.0081146955490112,0.3312940299510956,-0.9641510248184204,-0.971974790096283,-0.971974790096283,3.7607977390289307,0.02931451052427292,0.0
64,72.0,15,-3.3277764320373535,-3.3729312419891357,0.9558495283126831,0.5920525193214417,-0.0858660340309143,-0.08207500725984573,-0.08207500725984573,3.7607977390289307,0.02931451052427292,0.0
64,123.0,16,-4.235067844390869,-4.283203601837158,0.9530044198036194,0.9156277179718018,1.0039976835250854,0.9568142294883728,0.9568142294883728,3.7607977390289307,0.02931451052427292,0.0
64,114.0,17,-4.004598617553711,-4.014671802520752,0.9899773597717285,0.7676339149475098,0.5055260062217712,0.5004593133926392,0.5004593133926392,3.7607977390289307,0.02931451052427292,0.0
64,32.0,18,-2.7962253093719482,-2.8051652908325195,0.9910998344421387,0.6991297602653503,0.27479079365730286,0.27234509587287903,0.27234509587287903,3.7607977390289307,0.02931451052427292,0.0
64,42.0,19,-3.8637053966522217,-3.9033432006835938,0.9611375331878662,0.6471438407897949,0.09969217330217361,0.09581788629293442,0.09581788629293442,3.7607977390289307,0.02931451052427292,0.0
64,10.0,20,-3.004798650741577,-3.0037760734558105,1.0010231733322144,0.43508219718933105,-0.6145724058151245,-0.6152012348175049,-0.6152012348175049,3.7607977390289307,0.02931451052427292,0.0
64,93.0,21,-3.8076884746551514,-3.8123533725738525,0.995345950126648,0.5829780697822571,-0.11643053591251373,-0.11588866263628006,-0.11588866263628006,3.7607977390289307,0.02931451052427292,0.0
64,22.0,22,-4.078700065612793,-4.212071895599365,0.8751396536827087,-0.10000000149011612,-2.416832685470581,-2.1150660514831543,-2.1150660514831543,3.7607977390289307,0.02931451052427292,0.0
64,50.0,23,-3.996849775314331,-4.109028339385986,0.8938846588134766,0.8495243191719055,0.781348705291748,0.6984356045722961,0.6984356045722961,3.7607977390289307,0.02931451052427292,0.0
64,39.0,24,-3.5317037105560303,-3.556283473968506,0.9757198095321655,0.736017107963562,0.3990345001220703,0.38934585452079773,0.38934585452079773,3.7607977390289307,0.02931451052427292,0.0
64,16.0,25,-2.921562910079956,-2.8543107509613037,1.0695651769638062,0.7387223243713379,0.4081462025642395,0.436538964509964,0.436538964509964,3.7607977390289307,0.02931451052427292,0.0
64,60.0,26,-3.4885106086730957,-3.5000810623168945,0.9884962439537048,0.8526872992515564,0.792002260684967,0.7828912734985352,0.7828912734985352,3.7607977390289307,0.02931451052427292,0.0
64,68.0,27,-4.40686559677124,-4.396872043609619,1.010043740272522,0.8913410902023315,0.9221956729888916,0.9314579963684082,0.9314579963684082,3.7607977390289307,0.02931451052427292,0.0
64,107.0,28,-4.094157695770264,-4.097795009613037,0.9963693022727966,0.8113149404525757,0.6526521444320679,0.6502825617790222,0.6502825617790222,3.7607977390289307,0.02931451052427292,0.0
64,25.0,29,-3.077922821044922,-3.1440746784210205,0.93598872423172,0.9229257702827454,1.0285789966583252,0.9627383351325989,0.9627383351325989,3.7607977390289307,0.02931451052427292,0.0
64,36.0,30,-3.688847064971924,-3.7437283992767334,0.9465974569320679,-0.10000000149011612,-2.416832685470581,-2.2877676486968994,-2.2877676486968994,3.7607977390289307,0.02931451052427292,0.0
64,51.0,31,-3.6235644817352295,-3.6487209796905518,0.9751573204994202,0.9220023155212402,1.0254685878753662,0.9999932050704956,0.9999932050704956,3.7607977390289307,0.02931451052427292,0.0
64,54.0,32,-3.6868538856506348,-3.766017436981201,0.9238888025283813,0.8291587829589844,0.7127536535263062,0.6585051417350769,0.6585051417350769,3.7607977390289307,0.02931451052427292,0.0
64,101.0,33,-4.257157802581787,-4.284527778625488,0.9730011820793152,0.5503767728805542,-0.22623799741268158,-0.2201298326253891,-0.2201298326253891,3.7607977390289307,0.02931451052427292,0.0
64,89.0,34,-4.233218193054199,-4.252160549163818,0.9812359809875488,0.7997094988822937,0.6135627627372742,0.6020498871803284,0.6020498871803284,3.7607977390289307,0.02931451052427292,0.0
64,13.0,35,-3.2818968296051025,-3.2275075912475586,1.055895447731018,0.8316655158996582,0.7211968302726746,0.7615084648132324,0.7615084648132324,3.7607977390289307,0.02931451052427292,0.0
64,101.0,36,-4.927912712097168,-4.975892066955566,0.9531534910202026,0.6590086817741394,0.1396552473306656,0.13311289250850677,0.13311289250850677,3.7607977390289307,0.02931451052427292,0.0
64,104.0,37,-4.8506879806518555,-4.835729122161865,1.0150712728500366,0.8662896752357483,0.8378176689147949,0.8504446744918823,0.8504446744918823,3.7607977390289307,0.02931451052427292,0.0
64,48.0,38,-4.304615020751953,-4.3168535232543945,0.9878360629081726,0.6577686071395874,0.1354784369468689,0.1338304877281189,0.1338304877281189,3.7607977390289307,0.02931451052427292,0.0
64,110.0,39,-4.977824687957764,-5.018808841705322,0.9598443508148193,0.8543795943260193,0.7977021932601929,0.7656699419021606,0.7656699419021606,3.7607977390289307,0.02931451052427292,0.0
64,106.0,40,-4.626726150512695,-4.606133460998535,1.0208061933517456,0.7900556325912476,0.5810467004776001,0.5931360721588135,0.5931360721588135,3.7607977390289307,0.02931451052427292,0.0
64,121.0,41,-3.486403703689575,-3.523179292678833,0.9638924598693848,0.7291653156280518,0.37595635652542114,0.3623814880847931,0.3623814880847931,3.7607977390289307,0.02931451052427292,0.0
64,115.0,42,-4.12559175491333,-4.177389144897461,0.9495211839675903,0.8182603120803833,0.6760454773902893,0.6419194936752319,0.6419194936752319,3.7607977390289307,0.02931451052427292,0.0
64,81.0,43,-4.066679000854492,-4.102798938751221,0.9645246267318726,0.9007012844085693,0.9537225961685181,0.9198889136314392,0.9198889136314392,3.7607977390289307,0.02931451052427292,0.0
