epoch,timestep,mol_idx,old_log_prob,new_log_prob,ratio,reward,advantage,surr1,surr2,entropy,approx_kl,clipfrac
40,87.0,0,-4.152796745300293,-4.17249870300293,0.9804908633232117,0.9331438541412354,1.2917594909667969,1.2665584087371826,1.2665584087371826,3.7727935314178467,0.02025730535387993,0.0
40,33.0,1,-3.795187473297119,-3.821632146835327,0.9739019274711609,0.8432168364524841,0.9822802543640137,0.9566446542739868,0.9566446542739868,3.7727935314178467,0.02025730535387993,0.0
40,85.0,2,-3.70489764213562,-3.670424461364746,1.035074234008789,0.6980041265487671,0.4825381636619568,0.4994628131389618,0.4994628131389618,3.7727935314178467,0.02025730535387993,0.0
40,103.0,3,-3.7415058612823486,-3.741374969482422,1.0001308917999268,0.5225233435630798,-0.12136996537446976,-0.1213858500123024,-0.1213858500123024,3.7727935314178467,0.02025730535387993,0.0
40,108.0,4,-3.3242135047912598,-3.3324241638183594,0.9918229579925537,0.8348239660263062,0.9533966183662415,0.9456006288528442,0.9456006288528442,3.7727935314178467,0.02025730535387993,0.0
40,58.0,5,-4.329531192779541,-4.363623142242432,0.9664826393127441,0.35299304127693176,-0.7047998309135437,-0.6811767816543579,-0.6811767816543579,3.7727935314178467,0.02025730535387993,0.0
40,89.0,6,-4.152492046356201,-4.170431137084961,0.9822208285331726,0.5932685136795044,0.12209591269493103,0.11992514878511429,0.11992514878511429,3.7727935314178467,0.02025730535387993,0.0
40,22.0,7,-2.5969114303588867,-2.607410430908203,0.9895559549331665,0.26570838689804077,-1.0051854848861694,-0.9946872591972351,-0.9946872591972351,3.7727935314178467,0.02025730535387993,0.0
40,26.0,8,-3.7158854007720947,-3.781480312347412,0.9365101456642151,0.828676164150238,0.932239294052124,0.8730515837669373,0.8730515837669373,3.7727935314178467,0.02025730535387993,0.0
40,66.0,9,-3.6549744606018066,-3.725541830062866,0.9318649172782898,0.7647806406021118,0.7123461365699768,0.6638103723526001,0.6638103723526001,3.7727935314178467,0.02025730535387993,0.0
40,30.0,10,-3.2712202072143555,-3.352598190307617,0.9218451976776123,0.8648040890693665,1.0565717220306396,0.973995566368103,0.973995566368103,3.7727935314178467,0.02025730535387993,0.0
40,64.0,11,-3.677506446838379,-3.6835057735443115,0.9940186738967896,0.7942993640899658,0.8139333128929138,0.8090649247169495,0.8090649247169495,3.7727935314178467,0.02025730535387993,0.0
